N,X,Y,TAZ,TAZdist
12035,6119311.77309,2281799.94594,2263,0.000
12036,6134304.33746,2280557.13587,2253,0.000
12037,6125074.94340,2280637.42157,2261,0.000
12038,6121882.97046,2279255.61625,2251,0.000
12039,6124066.48685,2281104.39789,2261,0.000
12040,6119257.14349,2278173.77143,2251,0.000
12041,6122036.92635,2278141.85608,2251,0.000
12042,6116740.26215,2286901.70696,2265,0.000
12043,6107766.89895,1994607.64287,1751,4238.161
12044,6108064.60497,1993706.77403,1401,3721.839
12045,6118742.12212,2286874.24375,2264,0.000
12046,6107764.61451,1995507.20285,1751,3840.641
12047,6119421.07758,2289420.00092,2264,0.000
12048,6119433.31287,2290854.32061,2269,0.000
12049,6091661.36487,2257144.74742,2247,0.000
12050,6123817.12019,2284167.49561,2259,0.000
12051,6123966.91859,2292072.06627,2269,0.000
12052,6111871.51403,2279678.55625,2250,0.000
12053,6116617.54510,2279515.09646,2250,0.000
12054,6087228.63232,2212766.67165,2214,0.000
12055,6064467.73595,2226606.55175,2227,0.000
12056,6065669.08563,2225005.11784,2227,0.000
12057,6061628.50822,2232509.87511,2233,0.000
12058,6092644.44451,2257689.62449,2247,0.000
12059,6092268.54795,2257506.00830,2247,0.000
12060,6092968.21054,2255806.37903,2247,0.000
12061,6092469.20870,2255806.62534,2247,0.000
12062,6093172.38253,2257544.15193,2247,0.000
12063,6086068.41894,2264904.61158,2248,0.000
12064,6086266.32123,2265306.39413,2248,0.000
12065,6084667.88343,2263605.99165,2248,0.000
12066,6084966.93046,2264106.83494,2248,0.000
12067,6085168.27248,2265004.25484,2248,0.000
12068,6085968.89949,2264253.96813,2247,0.000
12069,6085868.40289,2266505.50055,2248,0.000
12070,6090044.19616,2262582.00731,2247,0.000
12071,6091388.22221,2256997.77155,2247,0.000
12072,6090668.68418,2260405.07457,2247,0.000
12073,6088641.27573,2262908.52388,2247,0.000
12074,6121057.61120,2281529.85473,2263,0.000
12075,6116634.92806,2280407.58911,2250,0.000
12076,6117784.24501,2281030.05252,2262,0.000
12077,6122586.46704,2284184.11064,2259,0.000
12078,6143967.58882,2333779.86102,2279,0.000
12079,6131936.69895,2318187.33516,2284,0.000
12080,6130167.02448,2322703.00754,2285,0.000
12081,6130267.90464,2324502.65407,2285,0.000
12082,6083288.41092,2213597.72921,2213,0.000
12083,6064768.31166,2242606.27880,2245,0.000
12084,6107967.39311,1991907.08353,1401,2098.351
12085,6055368.66108,2232907.35878,2236,0.000
12086,6069131.26669,2227528.90130,2229,0.000
12087,6069867.47127,2228907.72098,2229,0.000
12088,6069952.77108,2230743.89336,2230,0.000
12089,6067419.43469,2227476.26603,2231,0.000
12090,6067448.69745,2228936.40028,2229,0.000
12091,6058768.40702,2223906.29785,2223,0.000
12092,6116672.74840,2282918.02353,2266,0.000
12093,6110367.07844,2280503.54709,2250,0.000
12094,6108067.35697,1990607.69521,1401,1388.056
12095,6108042.04734,2288674.84456,2249,0.000
12096,6121219.17233,2288038.86363,2264,0.000
12097,6122368.74466,2286835.99933,2259,0.000
12098,6128715.74305,2280516.72762,2255,0.000
12099,6127967.21740,2278803.43856,2255,0.000
12100,6127417.87695,2280597.52183,2255,0.000
12101,6131490.14066,2280284.68373,2254,0.000
12102,6137165.14368,2312150.68344,2274,0.000
12103,6137166.63970,2315505.81798,2274,0.000
12104,6147789.11910,2311921.06431,2277,0.000
12105,6085028.87754,2210307.59290,2213,0.000
12106,6084323.76709,2209108.51562,2212,0.000
12107,6118689.68349,2289446.19788,2264,0.000
12108,6055466.56106,2240606.63197,2240,0.000
12109,6050666.30365,2235807.43851,2240,0.000
12110,6051166.74789,2236105.91881,2240,0.000
12111,6056766.73038,2243306.53610,2240,0.000
12112,6056666.86984,2241907.37248,2240,0.000
12113,6058666.98309,2243406.64469,2244,0.000
12114,6081566.25653,2214507.26262,2213,0.000
12115,6056267.16051,2242305.47397,2240,0.000
12116,6080645.52848,2214696.06889,2213,0.000
12117,6081485.44369,2214309.16867,2213,0.000
12118,6082167.04310,2213404.52418,2213,0.000
12119,6056867.40104,2242407.58143,2240,0.000
12120,6056367.51179,2242007.31603,2240,0.000
12121,6058567.03921,2243107.28695,2244,0.000
12122,6139913.44740,2293712.16606,2270,0.000
12123,6089898.42995,2055035.61827,1810,0.000
12124,5927103.65854,2329648.57148,2348,0.000
12125,5927101.45673,2328584.85568,2380,0.000
12126,5926588.35704,2329409.55155,2380,0.000
12127,5926577.74125,2328644.83714,2380,0.000
12132,6055402.11032,2029752.62451,1269,0.000
12133,6081631.65150,1992964.09395,1336,0.000
12134,6082358.19015,1995272.61996,1335,0.000
12135,6080519.00684,1995674.99714,1337,0.000
12136,6084163.59404,1993603.27446,1335,0.000
12137,6082054.38004,1994012.84816,1335,0.000
12138,6137135.51731,1971001.04201,1416,0.000
12139,6130961.80094,1964267.89090,1429,0.000
12140,6129157.18762,1948882.94971,1461,0.000
12141,6132050.66968,1950234.65844,1440,0.000
12142,6130372.84307,1959286.43105,1443,0.000
12143,6131470.78019,1958054.91290,1442,0.000
12144,6129164.20485,1956899.72705,1444,0.000
12145,6130115.53525,1956226.50246,1444,0.000
12146,6132097.26267,1955776.79306,1442,0.000
12147,6131161.79490,1956660.47381,1442,0.000
12148,6135619.05240,1923731.05755,1505,0.000
12149,6129341.82957,1922080.80253,1507,0.000
12150,6132192.79838,1914474.91737,1510,0.000
12151,6135786.67103,1917281.59926,1508,0.000
12152,6132887.53656,1911041.61879,1509,0.000
12153,6134731.42128,1911756.87640,1518,0.000
12154,6126460.31985,1917276.48023,1507,0.000
12155,6125456.78629,1914298.94947,1510,0.000
12156,6127458.48129,1920051.94000,1507,0.000
12157,6140449.75803,1908354.00881,1514,0.000
12158,6144763.53586,1907632.70539,1514,0.000
12159,6150290.11394,1907976.85602,1514,0.000
12160,6139887.68816,1914377.35059,1517,0.000
12161,6167571.01617,1967270.83860,1627,0.000
12162,6169652.83794,1968625.73710,1627,0.000
12163,6170512.43359,1973678.61468,1628,0.000
12164,6169660.34259,1973030.52906,1628,0.000
12165,6180321.07652,1956493.81892,1637,0.000
12166,6180442.46534,1951640.89378,1639,0.000
12167,6178661.49476,1949724.62539,1640,0.000
12168,6185780.40608,1949306.46677,1643,0.000
12169,6184120.90437,1944821.53510,1646,0.000
12170,6184594.65097,1952750.55375,1641,0.000
12171,6186500.26384,1951193.07626,1642,0.000
12172,6186440.62553,1949815.02660,1643,0.000
12173,6188026.70782,1948400.82162,1645,0.000
12174,6189029.61768,1948572.32366,1647,0.000
12175,6189647.74831,1946017.65999,1647,0.000
12176,6191704.15223,1946527.01341,1647,0.000
12177,6193226.77717,1944169.34618,1647,0.000
12178,6192366.88130,1943651.03361,1648,0.000
12179,6186757.35120,1945385.66483,1645,0.000
12180,6190373.13776,1940182.31806,1653,0.000
12181,6187014.10055,1932257.50761,1655,0.000
12182,6182964.55262,1938857.82075,1652,0.000
12183,6184169.10759,1936582.00958,1651,0.000
12184,6188389.93581,1920262.06760,1656,0.000
12185,6192983.89577,1926059.71663,1655,0.000
12186,6187252.67598,1918941.90721,1656,0.000
12187,6185268.86077,1918670.89261,1656,0.000
12188,6192433.77467,1905464.60721,1658,0.000
12189,6193698.33958,1909368.72396,1659,0.000
12190,6176812.57847,1909115.77434,1663,0.000
12191,6174278.12259,1908746.91991,1674,0.000
12192,6178216.89718,1918677.77161,1667,0.000
12193,6157048.13707,1919944.09445,1682,0.000
12194,6161301.63710,1903727.72318,1695,0.000
12195,6161867.01270,1899979.66494,1695,0.000
12196,6166202.77444,1899909.79949,1691,0.000
12197,6166287.48996,1901962.97770,1691,0.000
12198,6165530.35643,1901907.52887,1691,0.000
12199,6164705.55239,1903289.65684,1692,0.000
12200,6163571.35825,1903259.34262,1692,0.000
12201,6167393.39557,1900920.99220,1695,0.000
12202,6167449.21769,1901886.76869,1695,0.000
12203,6221363.98185,1875138.90636,1703,0.000
12204,6170355.62006,1883854.76211,1695,0.000
12205,6220718.71923,1877226.94640,1703,0.000
12206,6178040.73797,1890965.57564,1695,0.000
12207,6241379.37680,1837965.13346,1712,0.000
12208,6244367.40707,1830539.71777,1710,0.000
12209,6244235.26824,1835212.61781,1710,0.000
12210,6246013.24438,1835933.11691,1706,0.000
12211,6235886.17665,1859292.41526,1700,0.000
12212,6202610.24650,2082207.91094,1719,0.000
12213,6200674.11210,2083628.16639,1719,0.000
12214,6200597.95002,2086176.51067,1720,0.000
12215,6201439.97737,2086638.94600,1720,0.000
12216,6203814.30838,2082798.21538,1719,0.000
12217,6204023.30273,2083202.89272,1719,0.000
12218,6203961.08131,2084053.36689,1719,0.000
12219,6205644.56765,2084050.84245,1719,0.000
12220,6204381.94238,2085907.29491,1720,0.000
12221,6205690.82975,2085882.69443,1719,0.000
12222,6206694.28806,2085875.59188,1719,0.000
12223,6204909.33207,2081948.45111,1719,0.000
12224,6206642.42534,2082750.97462,1719,0.000
12225,6194720.35523,2069170.90125,1724,0.000
12226,6194470.37073,2069881.98371,1724,0.000
12227,6194538.84628,2070533.33434,1723,0.000
12228,6167531.89190,2114904.33032,2176,0.000
12229,6164946.62241,2087128.35682,1730,0.000
12230,6173063.09273,2076944.47142,1728,0.000
12231,6177636.26693,2071574.46211,1728,0.000
12232,6177491.37412,2063841.68437,1746,0.000
12233,6181167.27145,2063785.82712,1746,0.000
12234,6104314.31547,2058406.83298,1816,0.000
12235,6107075.83491,2063135.37141,1818,0.000
12236,6109584.20749,2057551.60154,1806,0.000
12237,6108102.37315,2060839.08126,1818,0.000
12238,6096268.96805,2075498.47393,1837,0.000
12239,6108352.04194,2073040.78053,1841,0.000
12240,6110956.61442,2073804.17257,1841,0.000
12241,6111311.27244,2071488.08647,1822,0.000
12242,6112709.04264,2071845.87620,1823,0.000
12243,6113322.54152,2072822.61860,1822,0.000
12244,6113323.24791,2067831.52127,1822,0.000
12245,6107685.12674,2068865.02904,1823,0.000
12246,6107239.29374,2067005.98301,1824,0.000
12247,6076377.53242,2093564.64920,1877,0.000
12248,6085394.46089,2098108.04860,1883,0.000
12249,6088006.21421,2098232.31633,1883,0.000
12250,6089042.95847,2099828.72909,1883,0.000
12251,6090403.13092,2100429.42904,1883,0.000
12252,6092515.69800,2099847.94400,1884,0.000
12253,6084701.34718,2106991.10852,1885,0.000
12254,6086882.61662,2108281.52637,1884,0.000
12255,6088232.74958,2106786.63548,1884,0.000
12256,6089309.01263,2107404.70287,1884,0.000
12257,6085781.91118,2112921.33516,1885,0.000
12258,6080619.61094,2117327.63663,1885,0.000
12259,6078828.95740,2119827.98451,1844,0.000
12260,6079861.87436,2120343.87973,1844,0.000
12261,6084795.66103,2117214.03204,1844,0.000
12262,6086438.52333,2117943.10445,1844,0.000
12263,6076059.65813,2110555.23506,1901,0.000
12264,6070021.76816,2109854.46730,1904,0.000
12265,6069337.58646,2109589.31034,1904,0.000
12266,6066634.65866,2111566.90924,1905,0.000
12267,6073022.48928,2116493.44249,1909,0.000
12268,6074628.67041,2120915.97460,1911,0.000
12269,6067307.94043,2122102.01607,1920,0.000
12270,6065689.44609,2121978.18015,1922,0.000
12271,6058484.95839,2122609.28475,1938,0.000
12272,6059631.97623,2123885.38574,1938,0.000
12273,6053490.17760,2122101.34879,1945,0.000
12274,6054181.24178,2122001.95648,1942,0.000
12275,6055504.72682,2121781.61967,1945,0.000
12276,6054029.22507,2124436.02766,1972,0.000
12277,6054394.99560,2123949.87331,1941,0.000
12278,6054427.86008,2122584.92130,1942,0.000
12279,6055291.14757,2118550.54642,1944,0.000
12280,6054632.76706,2119435.13984,1944,0.000
12281,6055020.04627,2120083.70451,1944,0.000
12282,6055566.99444,2120219.36382,1944,0.000
12283,6144266.99933,1975208.69169,1412,0.000
12284,6150566.93066,1977808.27621,1406,0.000
12285,6154466.88730,1976207.47348,1606,0.000
12286,6156767.32179,1974206.10657,1606,0.000
12287,6160164.86313,1972106.59644,1605,0.000
12288,6166466.17423,1966006.92757,1627,0.000
12289,6071883.39467,2115559.38029,1909,0.000
12290,6106367.45910,1968208.10285,1398,0.000
12291,6109366.89698,1968906.23967,1397,0.000
12292,6110167.05034,1970106.14789,1397,0.000
12293,6111267.14060,1974308.44056,1402,0.000
12294,6118265.84957,1977007.60302,1403,0.000
12295,6121566.59218,1975708.30423,1403,0.000
12296,6122866.22121,1974708.53177,1403,0.000
12297,6123067.57837,1972408.47186,1421,0.000
12298,6126765.42917,1972707.19457,1421,0.000
12299,6129966.17723,1972707.29273,1417,0.000
12300,6131966.04844,1972608.06635,1415,0.000
12301,6132464.37167,1972706.40901,1415,0.000
12302,6135067.45775,1973809.03684,1416,0.000
12303,6141665.56823,1974907.02320,1412,0.000
12304,6143265.21214,1972106.88269,1412,0.000
12305,6145067.60918,1968907.41449,1409,0.000
12306,6146765.10730,1966206.44546,1409,0.000
12307,6147967.72756,1963906.02536,1408,0.000
12308,6149465.85486,1961607.58950,1408,0.000
12309,6149965.67409,1960405.91836,1435,0.000
12310,6151866.60243,1957207.13428,1435,0.000
12311,6154066.65940,1953406.21399,1546,0.000
12312,6156465.62750,1949307.84341,1558,0.000
12313,6156767.45619,1948807.39584,1558,0.000
12314,6157365.21503,1947708.17507,1558,0.000
12315,6158267.42340,1946206.92172,1558,0.000
12316,6157267.27887,1945508.04116,1560,0.000
12317,6156567.87329,1945007.97257,1558,0.000
12318,6156864.71703,1939507.98765,1527,0.000
12319,6158566.74191,1938208.68735,1527,0.000
12320,6162565.92811,1932807.19475,1566,0.000
12321,6165066.19442,1925108.25366,1680,0.000
12322,6165767.08118,1922207.34015,1679,0.000
12323,6166165.99871,1919307.88920,1678,0.000
12324,6164166.61985,1916708.55199,1677,0.000
12325,6162565.01559,1914006.71359,1696,0.000
12326,6172665.08137,1916807.63940,1673,0.000
12327,6174564.84002,1915906.90822,1665,0.000
12328,6182165.79854,1914106.19770,1661,0.000
12329,6186465.92847,1911007.92113,1661,0.000
12330,6060288.20163,2094021.42938,1952,0.000
12331,6055237.42496,2095809.76550,1952,0.000
12332,6058716.82169,2094808.66412,1952,0.000
12333,6053278.44385,2147464.84571,2020,0.000
12334,6054727.27334,2147680.95085,2020,0.000
12335,6051474.23151,2152534.62445,2030,0.000
12336,6050593.16302,2154912.37427,2030,0.000
12337,6050763.78261,2156657.96219,2044,0.000
12338,6053768.64702,2154347.31172,2029,0.000
12339,6054934.30006,2152767.33157,2029,0.000
12340,6050036.60926,2158330.13316,2044,0.000
12341,6044963.22527,2162955.24538,2045,0.000
12342,6044191.18520,2164330.81048,2045,0.000
12343,6042915.88996,2165800.72947,2045,0.000
12344,6036288.69630,2174094.64166,2076,0.000
12345,6038503.43372,2174423.25140,2077,0.000
12346,6048217.69570,2177766.80078,2079,0.000
12347,6047810.48656,2179326.54333,2079,0.000
12348,6045115.83295,2183484.01674,2079,0.000
12349,6039960.78653,2191321.34028,2080,0.000
12350,6038417.88880,2190711.66094,2080,0.000
12351,6148762.19195,2166039.20304,2101,0.000
12352,6151132.84929,2164893.35977,2101,0.000
12353,6151098.80569,2166035.96559,2100,0.000
12354,6134489.35554,2174011.11565,2106,0.000
12355,6107983.64313,2173403.28255,2128,0.000
12356,6097257.24608,2162435.84483,2131,0.000
12357,6092283.89962,2147233.96052,2152,0.000
12358,6084271.97066,2143471.27527,2152,0.000
12359,6064707.53576,2147458.36048,2155,0.000
12360,6062194.66097,2154239.48028,2155,0.000
12361,6058703.96322,2156428.27798,2087,0.000
12362,6056827.56876,2155024.49432,2087,0.000
12363,6084401.40872,2135513.85426,2157,0.000
12364,6134958.85994,2102843.61777,2171,0.000
12365,6187239.65652,2178276.94659,2195,0.000
12366,6187011.29827,2172439.30169,2195,0.000
12367,6083900.93735,2210987.44180,2213,0.000
12368,6082347.19585,2217012.79938,2214,0.000
12369,6083910.27663,2218008.57588,2214,0.000
12370,6086649.52160,2218952.88967,2214,0.000
12371,6087119.81224,2220117.61703,2217,0.000
12372,6085255.07304,2222023.35542,2215,0.000
12373,6082019.39144,2221910.48539,2216,0.000
12374,6079562.22525,2223293.32000,2217,0.000
12375,6076776.98268,2222869.05845,2217,0.000
12376,6081021.07718,2218904.10790,2215,0.000
12377,6080669.07978,2220669.55290,2216,0.000
12378,6088465.27661,2218205.83791,2211,0.000
12379,6078561.87376,2216495.58978,2216,0.000
12380,6078164.95970,2218062.69062,2216,0.000
12381,6075633.03641,2220385.39587,2216,0.000
12382,6076870.08790,2228573.64035,2218,0.000
12383,6144164.55865,1975306.62059,1412,0.000
12384,6150465.72182,1977705.92344,1406,0.000
12385,6154367.81499,1976308.59449,1606,0.000
12386,6156664.96897,1974307.31461,1606,0.000
12387,6160065.79067,1972207.71669,1605,0.000
12388,6163566.25629,1969905.23153,1625,0.000
12389,6050375.01410,2247476.24766,2239,0.000
12390,6106466.53410,1968106.97757,1398,0.000
12391,6109167.26857,1968806.50598,1397,0.000
12392,6110164.42862,1970007.73200,1397,0.000
12393,6111467.33991,1974306.38978,1402,0.000
12394,6118266.50815,1976909.10044,1403,0.000
12395,6121766.21872,1975808.03672,1403,0.000
12396,6123065.84754,1974808.26440,1403,0.000
12397,6123166.08076,1972409.13086,1421,0.000
12398,6126766.08825,1972608.69243,1421,0.000
12399,6129966.83639,1972608.79081,1415,0.000
12400,6131965.38922,1972706.56814,1415,0.000
12401,6132366.52914,1972607.24802,1415,0.000
12402,6134966.24757,1973706.68297,1416,0.000
12403,6141767.34975,1974907.59514,1412,0.000
12404,6143166.13893,1972208.00464,1412,0.000
12405,6145065.56103,1968707.21941,1409,0.000
12406,6146666.60636,1966205.78540,1409,0.000
12407,6147965.10737,1963807.61178,1408,0.000
12408,6149466.42799,1961505.80817,1408,0.000
12409,6150067.45541,1960406.49160,1435,0.000
12410,6151965.67679,1957106.01385,1435,0.000
12411,6154066.08553,1953507.99523,1546,0.000
12412,6156367.12675,1949307.18185,1558,0.000
12413,6156865.95692,1948808.05745,1549,0.000
12414,6157466.90891,1947705.46904,1558,0.000
12415,6158266.76156,1946305.42243,1557,0.000
12416,6157266.61701,1945606.54196,1558,0.000
12417,6156565.16744,1944906.27854,1558,0.000
12418,6156766.21600,1939507.32536,1559,0.000
12419,6158667.86086,1938307.76346,1527,0.000
12420,6162464.80981,1932708.11818,1564,0.000
12421,6164964.98946,1925005.89585,1680,0.000
12422,6165668.00354,1922308.45770,1680,0.000
12423,6166064.79411,1919205.53076,1679,0.000
12424,6164067.45430,1916806.38905,1677,0.000
12425,6162765.87631,1913906.17318,1696,0.000
12426,6172465.46416,1916707.89680,1674,0.000
12427,6174467.00418,1915807.74296,1665,0.000
12428,6182067.96367,1914007.03254,1665,0.000
12429,6186065.36840,1911005.43325,1661,0.000
12430,6177650.70050,2351608.50505,2288,0.000
12431,6040978.92627,2302615.89669,2303,0.000
12432,6040406.51423,2305197.94974,2304,0.000
12433,6032821.02013,2329867.39903,2309,0.000
12434,6029727.98057,2335877.73402,2310,0.000
12435,6006620.89810,2408380.15118,2313,0.000
12436,6005985.32705,2395215.75083,2313,0.000
12437,6002178.95008,2393717.26333,2313,0.000
12438,6007079.27757,2379839.58076,2313,0.000
12439,5942316.15549,2265619.68041,2327,0.000
12440,5946430.39991,2266380.63608,2327,0.000
12441,5944919.12977,2270123.01579,2326,0.000
12442,5946432.75170,2271345.52812,2326,0.000
12443,5945569.88005,2273284.91968,2326,0.000
12444,5943464.40622,2352231.57270,2352,0.000
12445,5908191.39997,2388313.41509,2395,0.000
12446,5906137.47927,2391409.21853,2396,0.000
12447,5896182.62933,2418415.58279,2397,0.000
12448,5884956.05954,2418809.41289,2398,0.000
12449,5886450.83879,2418801.23900,2398,0.000
12450,5886435.92366,2423000.31821,2399,0.000
12451,5992846.80453,2149130.40565,2447,0.000
12452,5992151.26716,2147827.60672,2447,0.000
12453,5993563.64878,2144729.77415,2447,0.000
12454,5996004.26583,2142884.41658,2447,0.000
12455,5996208.85604,2143399.31500,2447,0.000
12456,5995060.40130,2144557.48370,2447,0.000
12457,5995012.13217,2145998.46028,2447,0.000
12458,5992436.74348,2148528.22698,2447,0.000
12459,6193175.97603,2078955.45595,1721,0.000
12460,5886066.60502,2416707.96239,2399,0.000
12461,5898867.31197,2394809.85374,2395,0.000
12462,5909466.27705,2380706.50671,2368,0.000
12463,5925567.88974,2353109.29525,2376,0.000
12464,5924368.27895,2344109.06729,2380,0.000
12465,5930765.57441,2319507.11720,2344,0.000
12466,5932467.73604,2314408.66819,2339,0.000
12467,5948166.82377,2280506.47676,2331,0.000
12468,5966166.61136,2232107.53146,2412,0.000
12469,5975968.74652,2217708.31007,2407,0.000
12470,5974766.94473,2194506.23442,2424,0.000
12471,5978466.50489,2182706.50434,2430,0.000
12472,5982168.32369,2172709.14936,2438,0.000
12473,6201876.75898,2079348.91958,1721,0.000
12474,6198353.14497,2080694.99913,1721,0.000
12475,6014981.68314,2067299.37746,1212,0.000
12476,6016046.64396,2067639.20701,1212,0.000
12477,6016021.02231,2068523.74095,1212,0.000
12478,5975344.57259,2217080.18199,2409,0.000
12479,5975580.30875,2217470.21347,2407,0.000
12480,5975862.75083,2218263.79591,2407,0.000
12481,5975073.96919,2220509.94967,2406,0.000
12482,5977991.44086,2221884.54585,2406,0.000
12483,5975945.68252,2214859.93244,2408,0.000
12484,6150465.14985,1977807.70425,1406,0.000
12485,6154365.10675,1976206.90129,1606,0.000
12486,6156665.54136,1974205.53417,1606,0.000
12487,5976570.54268,2211333.89013,2408,0.000
12488,6163566.91654,1969806.73191,1625,0.000
12489,6103964.92769,1969706.71994,1378,0.000
12490,6106564.46622,1968209.42049,1398,0.000
12491,6070306.98864,2230731.12145,2230,0.000
12492,6070448.49410,2230743.74553,2230,0.000
12493,6070602.30208,2230847.96289,2230,0.000
12494,6070693.69068,2230950.56941,2230,0.000
12495,6070767.35801,2231004.40627,2230,0.000
12496,6070856.54954,2231024.99765,2230,0.000
12497,6070990.52704,2231001.71079,2230,0.000
12498,6071296.55990,2230783.40316,2230,0.000
12499,6050972.87595,1983777.98982,1299,0.000
12500,5818503.15049,2360762.05540,2403,0.000
12501,6208939.09799,2164549.48516,2178,0.000
12502,6216815.56369,2163258.60182,2178,0.000
12503,6213724.14540,2164513.26454,2178,0.000
12504,6211559.10246,2164567.95761,2178,0.000
12505,6209883.98393,2164530.74867,2178,0.000
12506,6211502.68200,2162583.50167,2178,0.000
12507,6037367.11114,2187007.37786,2069,0.000
12508,6036058.68362,2183381.87555,2069,0.000
12509,6055492.24164,2197920.73376,2088,0.000
12510,6134765.91745,2122306.47040,2166,0.000
12511,6138249.82499,2116077.85879,2167,0.000
12512,6139001.30655,2110664.21267,2167,0.000
12513,6120969.14220,2141607.21406,2163,0.000
12514,6119661.01723,2145230.30519,2142,0.000
12515,6119540.50651,2140847.70618,2163,0.000
12516,6096753.71882,2134806.11795,2159,0.000
12517,6090098.96419,2126295.73366,2157,0.000
12518,6082919.68423,2147270.61097,2152,0.000
12519,6079568.96331,2151906.55749,2154,0.000
12520,6075668.31475,2152007.61113,2154,0.000
12521,6073119.77000,2148601.80860,2155,0.000
12522,6068168.72090,2154407.75406,2087,0.000
12523,6059066.04512,2152106.97048,2155,0.000
12524,6070167.96627,2151759.73726,2155,0.000
12525,6099133.58891,2139095.52320,2151,0.000
12526,6089118.17431,2155409.70917,2132,0.000
12527,6084968.48293,2154207.86615,2132,0.000
12528,6116566.89925,2147007.00144,2142,0.000
12529,6046071.81516,2181460.64433,2079,0.000
12530,6047761.93019,2188515.14178,2084,0.000
12531,6043193.95575,2188095.69775,2074,0.000
12532,6090979.96986,2194462.52890,2091,0.000
12533,6029010.51465,2176278.96321,2067,0.000
12534,6028016.80177,2176440.14960,2067,0.000
12535,6034278.60021,2171207.00910,2065,0.000
12536,6028943.66112,2171448.21270,2064,0.000
12537,6031354.16350,2171232.71345,2056,0.000
12538,6032066.64936,2178107.89296,2072,0.000
12539,6035368.58189,2176607.87604,2075,0.000
12540,6035168.93792,2163008.61579,2050,0.000
12541,6033267.11033,2161007.63412,2059,0.000
12542,6025203.61732,2166265.94961,2060,0.000
12543,6036468.56849,2171706.52782,2054,0.000
12544,6039367.21628,2160407.84130,2049,0.000
12545,6037867.23532,2167906.83880,2053,0.000
12546,6047066.43955,2159207.17272,2043,0.000
12547,6033272.26169,2185498.44216,2069,0.000
12548,6034639.46819,2183222.87096,2073,0.000
12549,6079175.55307,2195231.61290,2087,0.000
12550,6079133.08645,2194871.62959,2087,0.000
12551,6066115.70570,2210177.18634,2090,0.000
12552,6067452.51688,2204438.92101,2090,0.000
12553,6143718.59606,2096537.25281,2173,0.000
12554,6146429.05023,2092564.94958,2172,0.000
12555,6135968.61244,2179404.37666,2108,0.000
12556,6100267.25664,2187106.44552,2124,0.000
12557,6100466.36519,2190006.45226,2096,0.000
12558,6030378.58067,2182256.77642,2070,0.000
12559,6033352.28875,2181372.88423,2073,0.000
12560,6032280.33580,2182658.94451,2073,0.000
12561,6027535.52244,2184588.25224,2070,0.000
12562,6031127.40590,2176869.07630,2066,0.000
12563,6030567.15714,2175807.24920,2066,0.000
12564,6032465.96986,2175608.71689,2066,0.000
12565,6031366.20761,2174505.51322,2065,0.000
12566,6017772.83044,2163298.28426,2062,0.000
12567,6046868.07770,2119006.41133,1966,0.000
12568,6112367.86173,2167607.42743,2121,0.000
12569,6242317.21071,2149268.43842,2177,0.000
12570,6148050.58263,2199555.49433,2208,0.000
12571,6151724.03058,2198698.75641,2207,0.000
12572,6164166.48575,2197626.76745,2206,0.000
12573,6024866.59651,2160907.30082,2059,0.000
12574,6028567.70071,2160706.54039,2059,0.000
12575,6043966.90801,2128006.96279,1988,0.000
12576,6043268.26611,2127907.45393,1988,0.000
12577,6031582.19944,2184910.04864,2069,0.000
12578,6031932.80878,2183167.25537,2069,0.000
12579,6034318.92301,2184616.86269,2069,0.000
12580,6276468.29996,1798928.59637,0,5280.000
12581,6285260.84812,1803216.48409,0,5280.000
12582,6295659.38203,1801822.45078,0,5280.000
12583,6293301.98698,1809756.32491,1714,0.000
12584,6277968.82259,1816083.34098,1706,0.000
12585,6268961.73565,1813616.58533,1706,0.000
12586,6282257.87151,1801500.22780,0,5280.000
12587,6298449.08666,1809758.21340,1714,0.000
12588,6293301.80502,1813724.94783,1714,0.000
12589,6288798.73556,1814369.15703,1714,0.000
12590,6284187.68298,1819621.70327,1714,107.291
12591,6278395.87807,1817585.33204,1714,0.000
12592,6301879.00631,1799304.61090,0,5280.000
12593,6305846.27630,1824232.34685,1714,0.000
12594,6332866.14803,1840957.76715,1714,0.000
12595,6087481.12815,2209201.23405,2211,0.000
12596,6092171.03018,2208169.54642,2211,0.000
12597,6092089.60305,2207948.49010,2211,0.000
12598,6088348.68698,2209601.49410,2211,0.000
12599,6088431.46190,2209750.29093,2211,0.000
12600,6023497.93413,1881777.33231,1297,0.000
12601,6087799.19108,2210535.42536,2211,0.000
12602,6087642.63266,2210450.97986,2211,0.000
12603,6086943.13926,2211300.29063,2211,0.000
12604,6087025.91437,2211449.08760,2211,0.000
12605,6086533.74269,2211458.98651,2213,0.000
12606,6086718.85885,2211874.24133,2214,0.000
12607,6086076.19096,2212026.05345,2213,0.000
12608,6086136.61727,2212198.42948,2214,0.000
12609,6079068.44887,2215506.51304,2215,0.000
12610,6079176.59138,2215254.11403,2213,0.000
12611,6077868.08046,2215305.57429,2213,0.000
12612,6076626.28843,2216990.14855,2216,0.000
12613,6075569.17522,2218705.89132,2216,0.000
12614,6074566.60231,2220006.52503,2220,0.000
12615,6074566.83595,2220505.52594,2219,0.000
12616,6074186.22798,2221494.03741,2219,0.000
12617,6091305.81271,2220633.66565,2211,0.000
12618,6085779.24726,2210254.66738,2213,0.000
12619,6086657.01212,2207726.29865,2212,0.000
12620,6030666.06140,1878858.22809,1297,0.000
