route_id,agency
Caltrain_Tamien San Martin,Caltrain
Caltrain_Tamien San Mateo,Caltrain
Caltrain_Tamien SanﬂAntonio,Caltrain
Caltrain_Tamien Sunnyvale,Caltrain
County Connection_1,County Connection
County Connection_10,County Connection
County Connection_11,County Connection
County Connection_14,County Connection
County Connection_15,County Connection
County Connection_16,County Connection
County Connection_17,County Connection
County Connection_18,County Connection
County Connection_19,County Connection
County Connection_2,County Connection
County Connection_20,County Connection
County Connection_21,County Connection
County Connection_25,County Connection
County Connection_28,County Connection
County Connection_301,County Connection
County Connection_310,County Connection
County Connection_311,County Connection
County Connection_314,County Connection
County Connection_315,County Connection
County Connection_316,County Connection
County Connection_320,County Connection
County Connection_321,County Connection
County Connection_35,County Connection
County Connection_36,County Connection
County Connection_4,County Connection
County Connection_5,County Connection
County Connection_6,County Connection
County Connection_603,County Connection
County Connection_606,County Connection
County Connection_622,County Connection
County Connection_623,County Connection
County Connection_625,County Connection
County Connection_627,County Connection
County Connection_636,County Connection
County Connection_7,County Connection
County Connection_9,County Connection
County Connection_91X,County Connection
County Connection_92X,County Connection
County Connection_93X,County Connection
County Connection_95X,County Connection
County Connection_96X,County Connection
County Connection_97X,County Connection
County Connection_98X,County Connection
DUMBARTON EXPRESS,DUMBARTON EXPRESS
EMERY-GO-ROUND,EMERY-GO-ROUND
FAIRFIELD-SUISUN,FAIRFIELD-SUISUN
GOLDEN GATE FERRY,GOLDEN GATE FERRY
GOLDEN GATE TRANSIT,GOLDEN GATE TRANSIT
Golden Gate Transit (bus)_10,Golden Gate Transit (bus)
Golden Gate Transit (bus)_101,Golden Gate Transit (bus)
Golden Gate Transit (bus)_101X,Golden Gate Transit (bus)
Golden Gate Transit (bus)_18,Golden Gate Transit (bus)
Golden Gate Transit (bus)_2,Golden Gate Transit (bus)
Golden Gate Transit (bus)_24,Golden Gate Transit (bus)
Golden Gate Transit (bus)_27,Golden Gate Transit (bus)
Golden Gate Transit (bus)_38,Golden Gate Transit (bus)
Golden Gate Transit (bus)_4,Golden Gate Transit (bus)
Golden Gate Transit (bus)_40,Golden Gate Transit (bus)
Golden Gate Transit (bus)_42,Golden Gate Transit (bus)
Golden Gate Transit (bus)_44,Golden Gate Transit (bus)
Golden Gate Transit (bus)_54,Golden Gate Transit (bus)
Golden Gate Transit (bus)_56,Golden Gate Transit (bus)
Golden Gate Transit (bus)_58,Golden Gate Transit (bus)
Golden Gate Transit (bus)_70,Golden Gate Transit (bus)
Golden Gate Transit (bus)_72,Golden Gate Transit (bus)
Golden Gate Transit (bus)_72X,Golden Gate Transit (bus)
Golden Gate Transit (bus)_74,Golden Gate Transit (bus)
Golden Gate Transit (bus)_76,Golden Gate Transit (bus)
Golden Gate Transit (bus)_8,Golden Gate Transit (bus)
Golden Gate Transit (bus)_80,Golden Gate Transit (bus)
Golden Gate Transit (bus)_92,Golden Gate Transit (bus)
Golden Gate Transit (bus)_93,Golden Gate Transit (bus)
Golden Gate Transit (bus)_97,Golden Gate Transit (bus)
Golden Gate Transit (bus)_NA,Golden Gate Transit (bus)
Golden Gate Transit (ferry)_LARKSPUR TERMINAL TO SAN FRANCISCO TERMINAL,Golden Gate Transit (ferry)
Golden Gate Transit (ferry)_SAN FRANCISCO TERMINAL TO LARKSPUR TERMINAL,Golden Gate Transit (ferry)
Golden Gate Transit (ferry)_SAN FRANCISCO TERMINAL TO SAUSALITO TERMINAL,Golden Gate Transit (ferry)
Golden Gate Transit (ferry)_SAUSALITO TERMINAL TO SAN FRANCISCO TERMINAL,Golden Gate Transit (ferry)
LAVTA_1,LAVTA
LAVTA_10,LAVTA
LAVTA_11,LAVTA
LAVTA_12,LAVTA
LAVTA_14,LAVTA
LAVTA_15,LAVTA
LAVTA_2,LAVTA
LAVTA_20,LAVTA
LAVTA_3,LAVTA
LAVTA_53,LAVTA
LAVTA_54,LAVTA
LAVTA_70,LAVTA
LAVTA_8,LAVTA
LAVTA_9,LAVTA
LAVTA_NA,LAVTA
LAVTA_R,LAVTA
MARIN TRANSIT,MARIN TRANSIT
MODESTO TRANSIT,MODESTO TRANSIT
MUNI,MUNI
NAPA VINE,NAPA VINE
Napa Vine_1,Napa Vine
Napa Vine_10,Napa Vine
Napa Vine_11,Napa Vine
Napa Vine_2,Napa Vine
Napa Vine_21,Napa Vine
Napa Vine_25,Napa Vine
Napa Vine_29,Napa Vine
Napa Vine_3,Napa Vine
Napa Vine_4,Napa Vine
Napa Vine_5,Napa Vine
Napa Vine_6,Napa Vine
Napa Vine_7,Napa Vine
Napa Vine_8,Napa Vine
OTHER,OTHER
PETALUMA TRANSIT,PETALUMA TRANSIT
PRIVATE SHUTTLE,PRIVATE SHUTTLE
Petaluma_1,Petaluma
Petaluma_11,Petaluma
Petaluma_1T,Petaluma
Petaluma_2,Petaluma
Petaluma_24,Petaluma
Petaluma_3,Petaluma
Petaluma_33,Petaluma
RIO-VISTA,RIO-VISTA
SAMTRANS,SAMTRANS
SAN JOAQUIN TRANSIT,SAN JOAQUIN TRANSIT
SANTA ROSA CITY BUS,SANTA ROSA CITY BUS
SANTA ROSA CITYBUS,SANTA ROSA CITYBUS
SF BAY FERRY,SF BAY FERRY
SF Bay Ferry_ALAMEDA TERMINAL TO PIER 41 TERMINAL,SF Bay Ferry
SF Bay Ferry_ALAMEDA TERMINAL TO S.F. FERRY BUILDING TERMINAL,SF Bay Ferry
SF Bay Ferry_ALAMEDA TERMINAL TO SOUTH S.F. TERMINAL,SF Bay Ferry
SF Bay Ferry_HARBOR BAY TERMINAL TO S.F. FERRY BUILDING TERMINAL,SF Bay Ferry
SF Bay Ferry_JACK LONDON SQUARE TERMINAL TO PIER 41 TERMINAL,SF Bay Ferry
SF Bay Ferry_JACK LONDON SQUARE TERMINAL TO S.F. FERRY BUILDING TERMINAL,SF Bay Ferry
SF Bay Ferry_JACK LONDON SQUARE TERMINAL TO SOUTH S.F. TERMINAL,SF Bay Ferry
SF Bay Ferry_PIER 41 TERMINAL TO ALAMEDA TERMINAL,SF Bay Ferry
SF Bay Ferry_PIER 41 TERMINAL TO JACK LONDON SQUARE TERMINAL,SF Bay Ferry
SF Bay Ferry_PIER 41 TERMINAL TO VALLEJO TERMINAL,SF Bay Ferry
SF Bay Ferry_S.F. FERRY BUILDING TERMINAL TO ALAMEDA TERMINAL,SF Bay Ferry
SF Bay Ferry_S.F. FERRY BUILDING TERMINAL TO HARBOR BAY TERMINAL,SF Bay Ferry
SF Bay Ferry_S.F. FERRY BUILDING TERMINAL TO JACK LONDON SQUARE TERMINAL,SF Bay Ferry
SF Bay Ferry_S.F. FERRY BUILDING TERMINAL TO VALLEJO TERMINAL,SF Bay Ferry
SF Bay Ferry_VALLEJO TERMINAL TO PIER 41 TERMINAL,SF Bay Ferry
SF Bay Ferry_VALLEJO TERMINAL TO S.F. FERRY BUILDING TERMINAL,SF Bay Ferry
SOLTRANS,SOLTRANS
SONOMA COUNTY TRANSIT,SONOMA COUNTY TRANSIT
STANFORD SHUTTLES,STANFORD SHUTTLES
SamTrans_110,SamTrans
SamTrans_112,SamTrans
SamTrans_118,SamTrans
SamTrans_120,SamTrans
SamTrans_121,SamTrans
SamTrans_122,SamTrans
SamTrans_123,SamTrans
SamTrans_130,SamTrans
SamTrans_132,SamTrans
SamTrans_133,SamTrans
SamTrans_14,SamTrans
SamTrans_140,SamTrans
SamTrans_141,SamTrans
SamTrans_16,SamTrans
SamTrans_17,SamTrans
SamTrans_24,SamTrans
SamTrans_250,SamTrans
SamTrans_251,SamTrans
SamTrans_260,SamTrans
SamTrans_262,SamTrans
SamTrans_270,SamTrans
SamTrans_271,SamTrans
SamTrans_274,SamTrans
SamTrans_280,SamTrans
SamTrans_281,SamTrans
SamTrans_292,SamTrans
SamTrans_294,SamTrans
SamTrans_295,SamTrans
SamTrans_296,SamTrans
SamTrans_35,SamTrans
SamTrans_359,SamTrans
SamTrans_36,SamTrans
SamTrans_390,SamTrans
SamTrans_391,SamTrans
SamTrans_54,SamTrans
SamTrans_85,SamTrans
SamTrans_ECR,SamTrans
SamTrans_KX,SamTrans
Santa Rosa CityBus_1,Santa Rosa CityBus
Santa Rosa CityBus_10,Santa Rosa CityBus
Santa Rosa CityBus_11,Santa Rosa CityBus
Santa Rosa CityBus_12,Santa Rosa CityBus
Santa Rosa CityBus_14,Santa Rosa CityBus
Santa Rosa CityBus_15,Santa Rosa CityBus
Santa Rosa CityBus_17,Santa Rosa CityBus
Santa Rosa CityBus_18,Santa Rosa CityBus
Santa Rosa CityBus_19,Santa Rosa CityBus
Santa Rosa CityBus_2,Santa Rosa CityBus
Santa Rosa CityBus_3,Santa Rosa CityBus
Santa Rosa CityBus_4,Santa Rosa CityBus
Santa Rosa CityBus_5,Santa Rosa CityBus
Santa Rosa CityBus_6,Santa Rosa CityBus
Santa Rosa CityBus_7,Santa Rosa CityBus
Santa Rosa CityBus_8,Santa Rosa CityBus
Santa Rosa CityBus_9,Santa Rosa CityBus
Sonoma County_10,Sonoma County
Sonoma County_12,Sonoma County
Sonoma County_14,Sonoma County
Sonoma County_20,Sonoma County
Sonoma County_20X,Sonoma County
Sonoma County_22,Sonoma County
Sonoma County_24,Sonoma County
Sonoma County_26,Sonoma County
Sonoma County_30,Sonoma County
Sonoma County_32,Sonoma County
Sonoma County_34,Sonoma County
Sonoma County_40,Sonoma County
Sonoma County_42,Sonoma County
Sonoma County_44,Sonoma County
Sonoma County_46,Sonoma County
Sonoma County_48,Sonoma County
Sonoma County_48X,Sonoma County
Sonoma County_60,Sonoma County
Sonoma County_62,Sonoma County
Sonoma County_66,Sonoma County
TRI-DELTA,TRI-DELTA
Tri-Delta_200,Tri-Delta
Tri-Delta_201,Tri-Delta
Tri-Delta_300,Tri-Delta
Tri-Delta_379,Tri-Delta
Tri-Delta_380,Tri-Delta
Tri-Delta_383CC,Tri-Delta
Tri-Delta_383CL,Tri-Delta
Tri-Delta_385,Tri-Delta
Tri-Delta_386,Tri-Delta
Tri-Delta_387,Tri-Delta
Tri-Delta_388,Tri-Delta
Tri-Delta_389,Tri-Delta
Tri-Delta_390,Tri-Delta
Tri-Delta_391,Tri-Delta
Tri-Delta_392,Tri-Delta
Tri-Delta_393,Tri-Delta
Tri-Delta_394,Tri-Delta
Tri-Delta_395,Tri-Delta
UNION CITY,UNION CITY
Union City_1A,Union City
Union City_1B,Union City
Union City_2,Union City
Union City_3,Union City
Union City_4,Union City
VALLEJO TRANSIT,VALLEJO TRANSIT
VTA,VTA
WESTCAT,WESTCAT
WHEELS (LAVTA),WHEELS (LAVTA)
