route_id,agency_id,route_short_name,route_long_name,route_type
32_36VTA,scvta,36,36,3
32_37VTA,scvta,37,37,3
32_39VTA,scvta,39,39,3
32_52VTA,scvta,52,52,3
32_54SVTA,scvta,54S,54S,3
32_54NVTA,scvta,54N,54N,3
32_55VTA,scvta,55,55,3
32_58VTA,scvta,58,58,3
32_59VTA,scvta,59,59,3
32_60NVTA,scvta,60N,60N,3
32_62AVTA,scvta,62A,62A,3
32_63VTA,scvta,63,63,3
32_64AVTA,scvta,64A,64A,3
32_65VTA,scvta,65,65,3
32_66VTA,scvta,66,66,3
32_67VTA,scvta,67,67,3
32_70VTA,scvta,70,70,3
32_71VTA,scvta,71,71,3
32_72VTA,scvta,72,72,3
32_73VTA,scvta,73,73,3
32_76VTA,scvta,76,76,3
32_81AVTA,scvta,81A,81A,3
32_81BVTA,scvta,81B,81B,3
32_85VTA,scvta,85,85,3
32_15AVTA,scvta,15A,15A,3
32_19NBVTA,scvta,19,19_NB,3
32_19SBVTA,scvta,19,19_SB,3
32_19SBAVTA,scvta,19SBA,19SBA,3
32_22CVTA,scvta,22C,22C,3
32_25VTA,scvta,25,25,3
32_25AVTA,scvta,25A,25A,3
32_27VTA,scvta,27,27,3
32_31VTA,scvta,31,31,3
32_33VTA,scvta,33,33,3
32_34WBVTA,scvta,34,34_WB,3
32_34EBVTA,scvta,34,34_EB,3
32_35SBVTA,scvta,35,35_SB,3
32_35NBVTA,scvta,35,35_NB,3
32_36AVTA,scvta,36A,36A,3
32_40VTA,scvta,40,40,3
32_51VTA,scvta,51,51,3
32_57VTA,scvta,57,57,3
32_60SVTA,scvta,60S,60S,3
32_62BVTA,scvta,62B,62B,3
32_66AVTA,scvta,66A,66A,3
32_72AVTA,scvta,72A,72A,3
32_81CVTA,scvta,81C,81C,3
32_88AM2VTA,scvta,88AM2,88AM2,3
32_45VTA,scvta,45,45,3
32_46VTA,scvta,46,46,3
32_47VTA,scvta,47,47,3
32_59MDVTA,scvta,59MD,59MD,3
32_64BVTA,scvta,64B,64B,3
32_82SBVTA,scvta,82,82_SB,3
32_82NBVTA,scvta,82,82_NB,3
32_22DVTA,scvta,22D,22D,3
32_22AVTA_EB,scvta,22AVTA_,22AVTA__EB,3
32_22AVTA_WB,scvta,22AVTA_,22AVTA__WB,3
32_34AVTA,scvta,34A,34A,3
32_38EBVTA,scvta,38,38_EB,3
32_38WBVTA,scvta,38,38_WB,3
32_44NBVTA,scvta,44,44_NB,3
32_44SBVTA,scvta,44,44_SB,3
32_53SBVTA,scvta,53,53_SB,3
32_53NBVTA,scvta,53,53_NB,3
32_53MDNBVTA,scvta,53MD,53MD_NB,3
32_53MDSBVTA,scvta,53MD,53MD_SB,3
32_64CVTA,scvta,64C,64C,3
32_68NBAVTA,scvta,68NBA,68NBA,3
32_68NBBVTA,scvta,68NBB,68NBB,3
32_68SBAVTA,scvta,68SBA,68SBA,3
32_68SBBVTA,scvta,68SBB,68SBB,3
32_77SBAVTA,scvta,77SBA,77SBA,3
32_77NBAVTA,scvta,77NBA,77NBA,3
32_77VTA,scvta,77,77,3
32_88PM2VTA,scvta,88PM2,88PM2,3
32_88MDVTA,scvta,88MD,88MD,3
32_88VTA,scvta,88,88,3
15_VTARO,shuttle,VTAR,VTAR_O,3
15_VTAKAI,shuttle,VTAKA,VTAKA_I,3
15_ACEGRN_WB,shuttle,ACEGRN_,ACEGRN__WB,3
15_ACEGRN_EB,shuttle,ACEGRN_,ACEGRN__EB,3
15_ACEGRY_SB,shuttle,ACEGRY_,ACEGRY__SB,3
15_ACEGRY_NB,shuttle,ACEGRY_,ACEGRY__NB,3
15_ACEORN_WB,shuttle,ACEORN_,ACEORN__WB,3
15_ACEORN_EB,shuttle,ACEORN_,ACEORN__EB,3
15_ACEYLW_SB,shuttle,ACEYLW_,ACEYLW__SB,3
15_ACEYLW_NB,shuttle,ACEYLW_,ACEYLW__NB,3
15_ACEPUR_EB,shuttle,ACEPUR_,ACEPUR__EB,3
15_ACEPUR_WB,shuttle,ACEPUR_,ACEPUR__WB,3
15_ACERED_WB,shuttle,ACERED_,ACERED__WB,3
15_ACERED_EB,shuttle,ACERED_,ACERED__EB,3
15_ACETAN_EB,shuttle,ACETAN_,ACETAN__EB,3
15_ACETAN_WB,shuttle,ACETAN_,ACETAN__WB,3
15_ACEVIO_EB,shuttle,ACEVIO_,ACEVIO__EB,3
15_ACEVIO_WB,shuttle,ACEVIO_,ACEVIO__WB,3
15_VTAIBM_SB,shuttle,VTAIBM_,VTAIBM__SB,3
15_VTAIBM_NB,shuttle,VTAIBM_,VTAIBM__NB,3
15_10VTAWB,shuttle,10VTA,10VTA_WB,3
15_10VTAEB,shuttle,10VTA,10VTA_EB,3
15_VTADASHO,shuttle,VTADASH,VTADASH_O,3
15_VTADASHI,shuttle,VTADASH,VTADASH_I,3
15_VTAGAO,shuttle,VTAGA,VTAGA_O,3
15_VTAGAI,shuttle,VTAGA,VTAGA_I,3
74_20MRL,sonoma_county_transit,20MRL,20MRL,3
74_26EB,sonoma_county_transit,26,26_EB,3
74_26WB,sonoma_county_transit,26,26_WB,3
74_30NBL,sonoma_county_transit,30NBL,30NBL,3
74_30NBX,sonoma_county_transit,30NBX,30NBX,3
74_30SBL,sonoma_county_transit,30SBL,30SBL,3
74_40EBL,sonoma_county_transit,40EBL,40EBL,3
74_40WBL,sonoma_county_transit,40WBL,40WBL,3
74_44NBL,sonoma_county_transit,44NBL,44NBL,3
74_44SBL,sonoma_county_transit,44SBL,44SBL,3
74_48NBL,sonoma_county_transit,48NBL,48NBL,3
74_48SBL,sonoma_county_transit,48SBL,48SBL,3
74_60CNL,sonoma_county_transit,60CNL,60CNL,3
74_60CSL,sonoma_county_transit,60CSL,60CSL,3
74_60HL,sonoma_county_transit,60HL,60HL,3
74_60HXS,sonoma_county_transit,60HXS,60HXS,3
74_62NBL,sonoma_county_transit,62NBL,62NBL,3
74_62SBL,sonoma_county_transit,62SBL,62SBL,3
74_64NBL,sonoma_county_transit,64NBL,64NBL,3
74_64SBL,sonoma_county_transit,64SBL,64SBL,3
74_28LP1,sonoma_county_transit,28LP1,28LP1,3
74_28LP4,sonoma_county_transit,28LP4,28LP4,3
74_22SEBX,sonoma_county_transit,22SEBX,22SEBX,3
74_30SBX,sonoma_county_transit,30SBX,30SBX,3
74_34SNV_WB,sonoma_county_transit,34SNV_,34SNV__WB,3
74_34SNV_EB,sonoma_county_transit,34SNV_,34SNV__EB,3
74_46SSU_SB,sonoma_county_transit,46SSU_,46SSU__SB,3
74_46SSU_NB,sonoma_county_transit,46SSU_,46SSU__NB,3
74_ValyMoonS,sonoma_county_transit,ValyMoonS,ValyMoonS,3
74_ValyMoonN,sonoma_county_transit,ValyMoonN,ValyMoonN,3
73_10RPL,sonoma_county_transit,10RPL,10RPL,3
73_12RPL,sonoma_county_transit,12RPL,12RPL,3
73_14RPL,sonoma_county_transit,14RPL,14RPL,3
73_32L,sonoma_county_transit,32L,32L,3
73_42L,sonoma_county_transit,42L,42L,3
73_24SEB,sonoma_county_transit,24S,24S_EB,3
73_Temelec,sonoma_county_transit,Temelec,Temelec,3
73_42LNB,sonoma_county_transit,42L,42L_NB,3
73_66_SLO,sonoma_county_transit,66_SL,66_SL_O,3
73_66_SLI,sonoma_county_transit,66_SL,66_SL_I,3
13_MRSLAC,shuttle,MRSL,MRSL,3
13_MRB_CW,shuttle,MRB_CW,MRB_CW,3
13_MRB_CCW,shuttle,MRB_CCW,MRB_CCW,3
13_MRC,shuttle,MRC,MRC,3
13_MRPALM_SB,shuttle,MRPALM_,MRPALM__SB,3
13_MRPALM_NB,shuttle,MRPALM_,MRPALM__NB,3
13_MRVA,shuttle,MRVA,MRVA,3
13_MRAO,shuttle,MRA,MRA_O,3
13_MRAI,shuttle,MRA,MRA_I,3
13_MRDTXO,shuttle,MRDTX,MRDTX_O,3
13_MRDTXI,shuttle,MRDTX,MRDTX_I,3
19_SLLinks,shuttle,SLLinks,SLLinks,3
54_70,tri_delta_transit,70,70,3
54_200EB,tri_delta_transit,200,200_EB,3
54_200WB,tri_delta_transit,200,200_WB,3
54_300EB,tri_delta_transit,300,300_EB,3
54_300WB,tri_delta_transit,300,300_WB,3
54_BDAR,tri_delta_transit,BDA,BDA_R,3
54_380TRI_EB,tri_delta_transit,380TRI_,380TRI__EB,3
54_380TRI_WB,tri_delta_transit,380TRI_,380TRI__WB,3
54_387TRI_WB,tri_delta_transit,387TRI_,387TRI__WB,3
54_387TRI_EB,tri_delta_transit,387TRI_,387TRI__EB,3
54_388TRI_WB,tri_delta_transit,388TRI_,388TRI__WB,3
54_388TRI_EB,tri_delta_transit,388TRI_,388TRI__EB,3
54_389TR_CW,tri_delta_transit,389TR_CW,389TR_CW,3
54_389TR_CCW,tri_delta_transit,389TR_CCW,389TR_CCW,3
54_390TRI_WB,tri_delta_transit,390TRI_,390TRI__WB,3
54_390TRI_EB,tri_delta_transit,390TRI_,390TRI__EB,3
54_384TRI,tri_delta_transit,384TR,384TR_I,3
54_385TRI,tri_delta_transit,385TR,385TR_I,3
54_383TRI,tri_delta_transit,383TR,383TR_I,3
54_383TRI_CCW,tri_delta_transit,383TRI_CCW,383TRI_CCW,3
54_391EBTRI,tri_delta_transit,391EBTR,391EBTR_I,3
54_391WBTRI,tri_delta_transit,391WBTR,391WBTR_I,3
47_1AS_1BN,union_city_transit,1AS_1BN,1AS_1BN,3
47_1AN_1BS,union_city_transit,1AN_1BS,1AN_1BS,3
47_2ebWHIP,union_city_transit,2ebWHIP,2ebWHIP,3
47_2wbWHIP,union_city_transit,2wbWHIP,2wbWHIP,3
47_3wbALM,union_city_transit,3wbALM,3wbALM,3
47_3ebALM,union_city_transit,3ebALM,3ebALM,3
47_4SH,union_city_transit,4SH,4SH,3
60_80SB,soltrans,80,80_SB,3
60_85SB,soltrans,85,85_SB,3
60_85NB,soltrans,85,85_NB,3
60_91SB,soltrans,91,91_SB,3
60_80NB,soltrans,80,80_NB,3
60_90SB,soltrans,90,90_SB,3
60_90MDSB,soltrans,90MD,90MD_SB,3
60_90NB,soltrans,90,90_NB,3
60_90MDNB,soltrans,90MD,90MD_NB,3
60_91NB,soltrans,91,91_NB,3
60_200SB,soltrans,200,200_SB,3
60_200NB,soltrans,200,200_NB,3
59_1N,soltrans,1N,1N,3
59_2N,soltrans,2N,2N,3
59_5,soltrans,5,5,3
59_6,soltrans,6,6,3
59_1S,soltrans,1S,1S,3
59_2S,soltrans,2S,2S,3
59_3E,soltrans,3E,3E,3
59_3W,soltrans,3W,3W,3
59_4NB,soltrans,4,4_NB,3
59_4SB,soltrans,4,4_SB,3
59_7,soltrans,7,7,3
59_8,soltrans,8,8,3
59_9N,soltrans,9N,9N,3
59_9S,soltrans,9S,9S,3
71_6NAP,vine,6,6,3
71_3ANAP,vine,3A,3A,3
71_3BNAP,vine,3B,3B,3
71_2NAP,vine,2,2,3
71_1BnNAP,vine,1Bn,1Bn,3
71_1BsNAP,vine,1Bs,1Bs,3
71_5NAP,vine,5,5,3
71_7sbNAP,vine,7sb,7sb,3
71_7nbNAP,vine,7nb,7nb,3
71_4nbNAP,vine,4nb,4nb,3
71_4sbNAP,vine,4sb,4sb,3
71_10sbNAP,vine,10sb,10sb,3
71_10nbNAP,vine,10nb,10nb,3
66_1NOVV,vacaville,1NOVV,1NOVV,3
66_2CVEB,vacaville,2CV,2CV_EB,3
66_2CVWB,vacaville,2CV,2CV_WB,3
66_5,vacaville,5,5,3
66_6,vacaville,6,6,3
66_8,vacaville,8,8,3
66_4,vacaville,4,4,3
66_6BO,vacaville,6B,6B_O,3
66_6BI,vacaville,6B,6B_I,3
56_10eWC,westcat,10e,10e,3
56_10sWC,westcat,10s,10s,3
56_12WC,westcat,12,12,3
56_13eWC,westcat,13e,13e,3
56_13sWC,westcat,13s,13s,3
56_14wWC,westcat,14w,14w,3
56_14eWC,westcat,14e,14e,3
56_11sbWCH,westcat,11sbWCH,11sbWCH,3
56_11nbWCH,westcat,11nbWCH,11nbWCH,3
56_15WC,westcat,15,15,3
56_16WC,westcat,16,16,3
56_17sWC,westcat,17s,17s,3
56_17nWC,westcat,17n,17n,3
56_18WC,westcat,18,18,3
56_19sbWC,westcat,19sb,19sb,3
56_19nbWC,westcat,19nb,19nb,3
56_JRNB,westcat,JR,JR_NB,3
56_JLNB,westcat,JL,JL_NB,3
56_JLSB,westcat,JL,JL_SB,3
56_JRSB,westcat,JR,JR_SB,3
56_JXNB,westcat,JX,JX_NB,3
56_JXSB,westcat,JX,JX_SB,3
57_ML30ZEB,westcat,ML30Z,ML30Z_EB,3
57_ML30ZWB,westcat,ML30Z,ML30Z_WB,3
56_JPXNB,westcat,JPX,JPX_NB,3
56_JPXSB,westcat,JPX,JPX_SB,3
56_LYNXWB,westcat,LYNX,LYNX_WB,3
56_LYNXEB,westcat,LYNX,LYNX_EB,3
42_W3A,lavta,W3A,W3A,3
42_W1B,lavta,W1B,W1B,3
42_W1A,lavta,W1A,W1A,3
42_W3P,lavta,W3P,W3P,3
45_W20X,lavta,W20X,W20X,3
45_W10,lavta,W10,W10,3
45_12EB,lavta,12,12_EB,3
45_54NB,lavta,54,54_NB,3
45_Lk/Sny/SB,lavta,Lk/Sny/,Lk/Sny/_SB,3
45_Intel/SB,lavta,Intel/,Intel/_SB,3
45_70Wnt/NB,lavta,70Wnt/,70Wnt/_NB,3
45_W10A,lavta,W10A,W10A,3
45_12WB,lavta,12,12_WB,3
45_12WBX,lavta,12WBX,12WBX,3
45_12EBX,lavta,12EBX,12EBX,3
45_W20XR,lavta,W20X,W20X_R,3
45_70Wnt/SB,lavta,70Wnt/,70Wnt/_SB,3
45_54SB,lavta,54,54_SB,3
45_Intel/NB,lavta,Intel/,Intel/_NB,3
45_Lk/Sny/NB,lavta,Lk/Sny/,Lk/Sny/_NB,3
44_W11sb,lavta,W11sb,W11sb,3
44_W11nb,lavta,W11nb,W11nb,3
44_W15sb,lavta,W15sb,W15sb,3
44_W15nb,lavta,W15nb,W15nb,3
44_W18Awb,lavta,W18Awb,W18Awb,3
44_W18Aeb,lavta,W18Aeb,W18Aeb,3
44_W14,lavta,W14,W14,3
44_W18Beb,lavta,W18Beb,W18Beb,3
44_W18Bwb,lavta,W18Bwb,W18Bwb,3
43_W8,lavta,W8,W8,3
43_W7,lavta,W7,W7,3
65_AMCN,american_canyon,AMCN,AMCN,3
16_MDS,shuttle,MDS,MDS,3
16_cross,shuttle,cross,cross,3
16_EmbarEB,shuttle,Embar,Embar_EB,3
16_EmbarWB,shuttle,Embar,Embar_WB,3
PRESDTNIB,presidigo,DTNIB,DTNIB,3
PRESDTNOB,presidigo,DTNOB,DTNOB,3
10_WBrkley,west_berkeley_shuttle,WBrkley,WBrkley,3
10_WBrkleyPM,west_berkeley_shuttle,WBrkleyPM,WBrkleyPM,3
PRESCFR,presidigo,CF,CF_R,3
PRESPHRI,presidigo,PHR,PHR_I,3
PRESPHRO,presidigo,PHR,PHR_O,3
MUNFI,sf_muni,F,F_I,0
MUNFO,sf_muni,F,F_O,0
MUNJI,sf_muni,J,J_I,0
MUNJO,sf_muni,J,J_O,0
MUNKI,sf_muni,K,K_I,0
MUNKO,sf_muni,K,K_O,0
MUNLI,sf_muni,L,L_I,0
MUNLO,sf_muni,L,L_O,0
MUNMI,sf_muni,M,M_I,0
MUNMO,sf_muni,M,M_O,0
MUNNI,sf_muni,N,N_I,0
MUNNO,sf_muni,N,N_O,0
MUNNXI,sf_muni,NX,NX_I,3
MUNNXO,sf_muni,NX,NX_O,3
MUNS,sf_muni,S,S,0
MUN1I,sf_muni,1,1_I,3
MUN1O,sf_muni,1,1_O,3
MUN1SHORTI,sf_muni,1SHORT,1SHORT_I,3
MUN1SHORTO,sf_muni,1SHORT,1SHORT_O,3
MUN1AXI,sf_muni,1AX,1AX_I,3
MUN1AXO,sf_muni,1AX,1AX_O,3
MUN1BXI,sf_muni,1BX,1BX_I,3
MUN1BXO,sf_muni,1BX,1BX_O,3
MUN2I,sf_muni,2,2_I,3
MUN2O,sf_muni,2,2_O,3
MUN3I,sf_muni,3,3_I,3
MUN3O,sf_muni,3,3_O,3
MUN5I,sf_muni,5,5_I,3
MUN5O,sf_muni,5,5_O,3
MUN5EAI,sf_muni,5EA,5EA_I,3
MUN5EAO,sf_muni,5EA,5EA_O,3
MUN5SHORTI,sf_muni,5SHORT,5SHORT_I,3
MUN5SHORTO,sf_muni,5SHORT,5SHORT_O,3
MUN6I,sf_muni,6,6_I,3
MUN6O,sf_muni,6,6_O,3
MUN8XI,sf_muni,8X,8X_I,3
MUN8XO,sf_muni,8X,8X_O,3
MUN8AXI,sf_muni,8AX,8AX_I,3
MUN8AXO,sf_muni,8AX,8AX_O,3
MUN8BXI,sf_muni,8BX,8BX_I,3
MUN8BXO,sf_muni,8BX,8BX_O,3
MUN9I,sf_muni,9,9_I,3
MUN9O,sf_muni,9,9_O,3
MUN9LI,sf_muni,9L,9L_I,3
MUN9LO,sf_muni,9L,9L_O,3
MUN10I,sf_muni,10,10_I,3
MUN10O,sf_muni,10,10_O,3
MUN12I,sf_muni,12,12_I,3
MUN12O,sf_muni,12,12_O,3
MUN14I,sf_muni,14,14_I,3
MUN14O,sf_muni,14,14_O,3
MUN14SHORTI,sf_muni,14SHORT,14SHORT_I,3
MUN14SHORTO,sf_muni,14SHORT,14SHORT_O,3
MUN14LI,sf_muni,14L,14L_I,3
MUN14LO,sf_muni,14L,14L_O,3
MUN14XI,sf_muni,14X,14X_I,3
MUN14XO,sf_muni,14X,14X_O,3
MUN16XI,sf_muni,16X,16X_I,3
MUN16XO,sf_muni,16X,16X_O,3
MUN17I,sf_muni,17,17_I,3
MUN17O,sf_muni,17,17_O,3
MUN18I,sf_muni,18,18_I,3
MUN18O,sf_muni,18,18_O,3
MUN19I,sf_muni,19,19_I,3
MUN19O,sf_muni,19,19_O,3
MUN21I,sf_muni,21,21_I,3
MUN21O,sf_muni,21,21_O,3
MUN22I,sf_muni,22,22_I,3
MUN22O,sf_muni,22,22_O,3
MUN23I,sf_muni,23,23_I,3
MUN23O,sf_muni,23,23_O,3
MUN24I,sf_muni,24,24_I,3
MUN24O,sf_muni,24,24_O,3
MUN24EAI,sf_muni,24EA,24EA_I,3
MUN24EAO,sf_muni,24EA,24EA_O,3
MUN27I,sf_muni,27,27_I,3
MUN27O,sf_muni,27,27_O,3
MUN28I,sf_muni,28,28_I,3
MUN28O,sf_muni,28,28_O,3
MUN28LI,sf_muni,28L,28L_I,3
MUN28LO,sf_muni,28L,28L_O,3
MUN29I,sf_muni,29,29_I,3
MUN29O,sf_muni,29,29_O,3
MUN30I,sf_muni,30,30_I,3
MUN30O,sf_muni,30,30_O,3
MUN30SHORTI,sf_muni,30SHORT,30SHORT_I,3
MUN30SHORTO,sf_muni,30SHORT,30SHORT_O,3
MUN30XI,sf_muni,30X,30X_I,3
MUN30XO,sf_muni,30X,30X_O,3
MUN31I,sf_muni,31,31_I,3
MUN31O,sf_muni,31,31_O,3
MUN31AXI,sf_muni,31AX,31AX_I,3
MUN31AXO,sf_muni,31AX,31AX_O,3
MUN31BXI,sf_muni,31BX,31BX_I,3
MUN31BXO,sf_muni,31BX,31BX_O,3
MUN33I,sf_muni,33,33_I,3
MUN33O,sf_muni,33,33_O,3
MUN35I,sf_muni,35,35_I,3
MUN35O,sf_muni,35,35_O,3
MUN36I,sf_muni,36,36_I,3
MUN36O,sf_muni,36,36_O,3
MUN37I,sf_muni,37,37_I,3
MUN37O,sf_muni,37,37_O,3
MUN38FTMI,sf_muni,38FTM,38FTM_I,3
MUN38FTMO,sf_muni,38FTM,38FTM_O,3
MUN38_33RDI,sf_muni,38_33RD,38_33RD_I,3
MUN38_33RDO,sf_muni,38_33RD,38_33RD_O,3
MUN38PTLI,sf_muni,38PTL,38PTL_I,3
MUN38PTLO,sf_muni,38PTL,38PTL_O,3
MUN38LI,sf_muni,38L,38L_I,3
MUN38LO,sf_muni,38L,38L_O,3
MUN38AXI,sf_muni,38AX,38AX_I,3
MUN38AXO,sf_muni,38AX,38AX_O,3
MUN38BXI,sf_muni,38BX,38BX_I,3
MUN38BXO,sf_muni,38BX,38BX_O,3
MUN39I,sf_muni,39,39_I,3
MUN39O,sf_muni,39,39_O,3
MUN41I,sf_muni,41,41_I,3
MUN41O,sf_muni,41,41_O,3
MUN43I,sf_muni,43,43_I,3
MUN43O,sf_muni,43,43_O,3
MUN44I,sf_muni,44,44_I,3
MUN44O,sf_muni,44,44_O,3
MUN45I,sf_muni,45,45_I,3
MUN45O,sf_muni,45,45_O,3
MUN47I,sf_muni,47,47_I,3
MUN47O,sf_muni,47,47_O,3
MUN48I,sf_muni,48,48_I,3
MUN48O,sf_muni,48,48_O,3
MUN48SHORTI,sf_muni,48SHORT,48SHORT_I,3
MUN48SHORTO,sf_muni,48SHORT,48SHORT_O,3
MUN49I,sf_muni,49,49_I,3
MUN49O,sf_muni,49,49_O,3
MUN52I,sf_muni,52,52_I,3
MUN52O,sf_muni,52,52_O,3
MUN54I,sf_muni,54,54_I,3
MUN54O,sf_muni,54,54_O,3
MUN56I,sf_muni,56,56_I,3
MUN56O,sf_muni,56,56_O,3
MUN59I,sf_muni,59,59_I,5
MUN59O,sf_muni,59,59_O,5
MUN60I,sf_muni,60,60_I,5
MUN60O,sf_muni,60,60_O,5
MUN61,sf_muni,61,61,5
MUN66I,sf_muni,66,66_I,3
MUN66O,sf_muni,66,66_O,3
MUN67I,sf_muni,67,67_I,3
MUN67O,sf_muni,67,67_O,3
MUN71I,sf_muni,71,71_I,3
MUN71O,sf_muni,71,71_O,3
MUN71LI,sf_muni,71L,71L_I,3
MUN71LO,sf_muni,71L,71L_O,3
MUN80XI,sf_muni,80X,80X_I,3
MUN81XI,sf_muni,81X,81X_I,3
MUN82XI,sf_muni,82X,82X_I,3
MUN82XO,sf_muni,82X,82X_O,3
MUN88I,sf_muni,88,88_I,3
MUN88O,sf_muni,88,88_O,3
MUN89,sf_muni,89,89,3
MUN90I,sf_muni,90,90_I,3
MUN90O,sf_muni,90,90_O,3
MUN91I,sf_muni,91,91_I,3
MUN91O,sf_muni,91,91_O,3
MUN94LI,sf_muni,94L,94L_I,3
MUN94LO,sf_muni,94L,94L_O,3
MUN94NI,sf_muni,94N,94N_I,3
MUN94NO,sf_muni,94N,94N_O,3
MUN108I,sf_muni,108,108_I,3
MUN108O,sf_muni,108,108_O,3
MUN83XI,sf_muni,83X,83X_I,3
MUN83XO,sf_muni,83X,83X_O,3
100_BART_ORG,bart,BART_ORG,BART_ORG,1
100_BART_YEL,bart,BART_YEL,BART_YEL,1
100_BART_YL1,bart,BART_YL1,BART_YL1,1
100_BART_YL2,bart,BART_YL2,BART_YL2,1
100_BART_GRN,bart,BART_GRN,BART_GRN,1
100_BART_RED,bart,BART_RED,BART_RED,1
100_BART_BLU,bart,BART_BLU,BART_BLU,1
90_HBFB,ferry,HBFB,HBFB,4
90_FBHB,ferry,FBHB,FBHB,4
90_FBOAKALA,ferry,FBOAKALA,FBOAKALA,4
90_OAKALAFB,ferry,OAKALAFB,OAKALAFB,4
91_LARKS,ferry,LARKS,LARKS,4
91_LARKN,ferry,LARKN,LARKN,4
92_SAUFB,ferry,SAUFB,SAUFB,4
92_FBSAU,ferry,FBSAU,FBSAU,4
93_TIBFB,ferry,TIBFB,TIBFB,4
93_TIBFW,ferry,TIBFW,TIBFW,4
93_FBTIB,ferry,FBTIB,FBTIB,4
93_SAUFW,ferry,SAUFW,SAUFW,4
94_VALFB,ferry,VALFB,VALFB,4
94_FBFWVAL,ferry,FBFWVAL,FBFWVAL,4
93_FWTIB,ferry,FWTIB,FWTIB,4
93_FWSAU,ferry,FWSAU,FWSAU,4
31_SCLRT1,scvta,SCLRT1,SCLRT1,0
31_SCLRT2,scvta,SCLRT2,SCLRT2,0
31_SCLRT3,scvta,SCLRT3,SCLRT3,0
31_SCLRT3ANB,scvta,SCLRT3A,SCLRT3A_NB,0
31_SCLRT3ASB,scvta,SCLRT3A,SCLRT3A_SB,0
31_SCLRT3BNB,scvta,SCLRT3B,SCLRT3B_NB,0
31_SCLRT3BSB,scvta,SCLRT3B,SCLRT3B_SB,0
104_ACE_WB,ace,ACE_,ACE__WB,2
104_ACE_EB,ace,ACE_,ACE__EB,2
102_CAP1NB,amtrak,CAP1,CAP1_NB,2
102_CAP1SB,amtrak,CAP1,CAP1_SB,2
102_CAP2NB,amtrak,CAP2,CAP2_NB,2
102_CAP2SB,amtrak,CAP2,CAP2_SB,2
103_SJQNB,amtrak,SJQ,SJQ_NB,2
103_SJQSB,amtrak,SJQ,SJQ_SB,2
18_AMTK7N,shuttle,AMTK7N,AMTK7N,3
18_AMTK7S,shuttle,AMTK7S,AMTK7S,3
18_AMTKXPN,shuttle,AMTKXPN,AMTKXPN,3
18_AMTKXPS,shuttle,AMTKXPS,AMTKXPS,3
18_AMTK34W,shuttle,AMTK34W,AMTK34W,3
18_AMTK34AW,shuttle,AMTK34AW,AMTK34AW,3
18_AMTK34E,shuttle,AMTK34E,AMTK34E,3
18_AMTK34AE,shuttle,AMTK34AE,AMTK34AE,3
18_AMTKSF1IB,shuttle,AMTKSF1IB,AMTKSF1IB,3
18_AMTKSF2IB,shuttle,AMTKSF2IB,AMTKSF2IB,3
18_AMTKSF4IB,shuttle,AMTKSF4IB,AMTKSF4IB,3
18_AMTKSF1OB,shuttle,AMTKSF1OB,AMTKSF1OB,3
18_AMTKSF2OB,shuttle,AMTKSF2OB,AMTKSF2OB,3
18_AMTKSF3OB,shuttle,AMTKSF3OB,AMTKSF3OB,3
18_AMTKSF5IB,shuttle,AMTKSF5IB,AMTKSF5IB,3
18_AMTKSF6IB,shuttle,AMTKSF6IB,AMTKSF6IB,3
18_AMTKSF3IB,shuttle,AMTKSF3IB,AMTKSF3IB,3
18_AMTKSF7IB,shuttle,AMTKSF7IB,AMTKSF7IB,3
18_AMTKSF6OB,shuttle,AMTKSF6OB,AMTKSF6OB,3
18_AMTKSF4OB,shuttle,AMTKSF4OB,AMTKSF4OB,3
101_Bb1S,caltrain,Bb1S,Bb1S,2
101_Bb1Spm,caltrain,Bb1Spm,Bb1Spm,2
101_Bb2S,caltrain,Bb2S,Bb2S,2
101_Bb2Spm,caltrain,Bb2Spm,Bb2Spm,2
101_AB1S,caltrain,AB1S,AB1S,2
101_AB2S,caltrain,AB2S,AB2S,2
101_AB2Spm,caltrain,AB2Spm,AB2Spm,2
101_Ltd,caltrain,Ltd,Ltd,2
101_LocalS,caltrain,LocalS,LocalS,2
101_Bb1N,caltrain,Bb1N,Bb1N,2
101_Bb1Npm,caltrain,Bb1Npm,Bb1Npm,2
101_Bb2N,caltrain,Bb2N,Bb2N,2
101_AB1N,caltrain,AB1N,AB1N,2
101_AB2N,caltrain,AB2N,AB2N,2
101_LtdN,caltrain,LtdN,LtdN,2
101_LtdNpm,caltrain,LtdNpm,LtdNpm,2
101_LocalN,caltrain,LocalN,LocalN,2
90_OPOAK,ferry,OPOAK,OPOAK,4
90_OAKOP,ferry,OAKOP,OAKOP,4
